datetime,value
1991-07-07 19:30:00,4354.22
1991-07-07 20:30:00,4351.05
1991-07-07 21:30:00,4349.46
1991-07-07 22:30:00,4349.46
1991-07-07 23:30:00,4349.46
1991-07-08 00:30:00,4344.71
1991-07-08 01:30:00,4343.12
1991-07-08 02:30:00,4343.12
1991-07-08 03:30:00,4339.9400000000005
1991-07-08 04:30:00,4336.78
1991-07-08 05:30:00,4336.78
1991-07-08 06:30:00,4336.78
1991-07-08 07:30:00,4333.6
1991-07-08 08:30:00,4332.02
1991-07-08 09:30:00,4332.02
1991-07-08 10:30:00,4332.02
1991-07-08 11:30:00,4332.02
1991-07-08 12:30:00,4332.02
1991-07-08 13:30:00,4332.02
1991-07-08 14:30:00,4327.26
1991-07-08 15:30:00,4325.68
1991-07-08 16:30:00,4325.68
1991-07-08 17:30:00,4325.68
1991-07-08 18:30:00,4325.68
1991-07-08 19:30:00,4325.68
1991-07-08 20:30:00,4322.5
1991-07-08 21:30:00,4320.91
1991-07-08 22:30:00,4320.91
1991-07-08 23:30:00,4317.75
1991-07-09 00:30:00,4314.57
1991-07-09 01:30:00,4314.57
1991-07-09 02:30:00,4314.57
1991-07-09 03:30:00,4311.4
1991-07-09 04:30:00,4308.2300000000005
1991-07-09 05:30:00,4308.2300000000005
1991-07-09 06:30:00,4308.2300000000005
1991-07-09 07:30:00,4305.06
1991-07-09 08:30:00,4303.47
1991-07-09 09:30:00,4303.47
1991-07-09 10:30:00,4303.47
1991-07-09 11:30:00,4303.47
1991-07-09 12:30:00,4300.29
1991-07-09 13:30:00,4298.71
1991-07-09 14:30:00,4298.71
1991-07-09 15:30:00,4298.71
1991-07-09 16:30:00,4298.71
1991-07-09 17:30:00,4298.71
1991-07-09 18:30:00,4298.71
1991-07-09 19:30:00,4298.71
1991-07-09 20:30:00,4293.95
1991-07-09 21:30:00,4290.78
1991-07-09 22:30:00,4287.61
1991-07-09 23:30:00,4282.85
1991-07-10 00:30:00,4282.85
1991-07-10 01:30:00,4282.85
1991-07-10 02:30:00,4279.68
1991-07-10 03:30:00,4276.51
1991-07-10 04:30:00,4276.51
1991-07-10 05:30:00,4276.51
1991-07-10 06:30:00,4276.51
1991-07-10 07:30:00,4273.34
1991-07-10 08:30:00,4271.75
1991-07-10 09:30:00,4271.75
1991-07-10 10:30:00,4271.75
1991-07-10 11:30:00,4271.75
1991-07-10 12:30:00,4267.0
1991-07-10 13:30:00,4265.41
1991-07-10 14:30:00,4265.41
1991-07-10 15:30:00,4265.41
1991-07-10 16:30:00,4265.41
1991-07-10 17:30:00,4265.41
1991-07-10 18:30:00,4265.41
1991-07-10 19:30:00,4262.2300000000005
1991-07-10 20:30:00,4260.65
1991-07-10 21:30:00,4260.65
1991-07-10 22:30:00,4255.89
1991-07-10 23:30:00,4254.3
1991-07-11 00:30:00,4254.3
1991-07-11 01:30:00,4254.3
1991-07-11 02:30:00,4249.54
1991-07-11 03:30:00,4247.96
1991-07-11 04:30:00,4247.96
1991-07-11 05:30:00,4244.79
1991-07-11 06:30:00,4243.2
1991-07-11 07:30:00,4243.2
1991-07-11 08:30:00,4243.2
1991-07-11 09:30:00,4240.03
1991-07-11 10:30:00,4238.45
1991-07-11 11:30:00,4238.45
1991-07-11 12:30:00,4238.45
1991-07-11 13:30:00,4238.45
1991-07-11 14:30:00,4238.45
1991-07-11 15:30:00,4238.45
1991-07-11 16:30:00,4238.45
1991-07-11 17:30:00,4233.6900000000005
1991-07-11 18:30:00,4232.1
1991-07-11 19:30:00,4232.1
1991-07-11 20:30:00,4232.1
1991-07-11 21:30:00,4232.1
1991-07-11 22:30:00,4227.35
1991-07-11 23:30:00,4224.17
1991-07-12 00:30:00,4224.17
1991-07-12 01:30:00,4221.0
1991-07-12 02:30:00,4219.41
1991-07-12 03:30:00,4219.41
1991-07-12 04:30:00,4219.41
1991-07-12 05:30:00,4216.24
1991-07-12 06:30:00,4213.07
1991-07-12 07:30:00,4213.07
1991-07-12 08:30:00,4213.07
1991-07-12 09:30:00,4213.07
1991-07-12 10:30:00,4208.31
1991-07-12 11:30:00,4206.7300000000005
1991-07-12 12:30:00,4206.7300000000005
1991-07-12 13:30:00,4206.7300000000005
1991-07-12 14:30:00,4206.7300000000005
1991-07-12 15:30:00,4206.7300000000005
1991-07-12 16:30:00,4206.7300000000005
1991-07-12 17:30:00,4203.55
1991-07-12 18:30:00,4201.96
1991-07-12 19:30:00,4201.96
1991-07-12 20:30:00,4201.96
1991-07-12 21:30:00,4197.21
1991-07-12 22:30:00,4194.04
1991-07-12 23:30:00,4194.04
1991-07-13 00:30:00,4194.04
1991-07-13 01:30:00,4194.04
1991-07-13 02:30:00,4189.28
1991-07-13 03:30:00,4186.11
1991-07-13 04:30:00,4186.11
1991-07-13 05:30:00,4186.11
1991-07-13 06:30:00,4182.93
1991-07-13 07:30:00,4181.35
1991-07-13 08:30:00,4181.35
1991-07-13 09:30:00,4181.35
1991-07-13 10:30:00,4181.35
1991-07-13 11:30:00,4181.35
1991-07-13 12:30:00,4176.59
1991-07-13 13:30:00,4175.0
1991-07-13 14:30:00,4175.0
1991-07-13 15:30:00,4175.0
1991-07-13 16:30:00,4175.0
1991-07-13 17:30:00,4175.0
1991-07-13 18:30:00,4175.0
1991-07-13 19:30:00,4175.0
1991-07-13 20:30:00,4170.24
1991-07-13 21:30:00,4167.08
1991-07-13 22:30:00,4167.08
1991-07-13 23:30:00,4163.9
1991-07-14 00:30:00,4162.31
1991-07-14 01:30:00,4162.31
1991-07-14 02:30:00,4157.56
1991-07-14 03:30:00,4155.97
1991-07-14 04:30:00,4155.97
1991-07-14 05:30:00,4152.8
1991-07-14 06:30:00,4151.21
1991-07-14 07:30:00,4151.21
1991-07-14 08:30:00,4151.21
1991-07-14 09:30:00,4151.21
1991-07-14 10:30:00,4151.21
1991-07-14 11:30:00,4146.46
1991-07-14 12:30:00,4144.87
1991-07-14 13:30:00,4144.87
1991-07-14 14:30:00,4144.87
1991-07-14 15:30:00,4144.87
1991-07-14 16:30:00,4144.87
1991-07-14 17:30:00,4144.87
1991-07-14 18:30:00,4141.6900000000005
1991-07-14 19:30:00,4140.11
1991-07-14 20:30:00,4136.9400000000005
1991-07-14 21:30:00,4133.77
1991-07-14 22:30:00,4133.77
1991-07-14 23:30:00,4133.77
1991-07-15 00:30:00,4129.01
1991-07-15 01:30:00,4125.84
1991-07-15 02:30:00,4125.84
1991-07-15 03:30:00,4125.84
1991-07-15 04:30:00,4122.66
1991-07-15 05:30:00,4121.08
1991-07-15 06:30:00,4121.08
1991-07-15 07:30:00,4121.08
1991-07-15 08:30:00,4121.08
1991-07-15 09:30:00,4116.32
1991-07-15 10:30:00,4114.74
1991-07-15 11:30:00,4114.74
1991-07-15 12:30:00,4114.74
1991-07-15 13:30:00,4114.74
1991-07-15 14:30:00,4114.74
1991-07-15 15:30:00,4114.74
1991-07-15 16:30:00,4114.74
1991-07-15 17:30:00,4109.9800000000005
1991-07-15 18:30:00,4108.4
1991-07-15 19:30:00,4108.4
1991-07-15 20:30:00,4105.22
1991-07-15 21:30:00,4103.63
1991-07-15 22:30:00,4103.63
1991-07-15 23:30:00,4100.46
1991-07-16 00:30:00,4097.29
1991-07-16 01:30:00,4097.29
1991-07-16 02:30:00,4094.12
1991-07-16 03:30:00,4092.53
1991-07-16 04:30:00,4092.53
1991-07-16 05:30:00,4092.53
1991-07-16 06:30:00,4092.53
1991-07-16 07:30:00,4092.53
1991-07-16 08:30:00,4087.78
1991-07-16 09:30:00,4086.19
1991-07-16 10:30:00,4086.19
1991-07-16 11:30:00,4086.19
1991-07-16 12:30:00,4083.01
1991-07-16 13:30:00,4081.43
1991-07-16 14:30:00,4081.43
1991-07-16 15:30:00,4081.43
1991-07-16 16:30:00,4081.43
1991-07-16 17:30:00,4081.43
1991-07-16 18:30:00,4081.43
1991-07-16 19:30:00,4076.67
1991-07-16 20:30:00,4075.09
1991-07-16 21:30:00,4075.09
1991-07-16 22:30:00,4075.09
1991-07-16 23:30:00,4070.33
1991-07-17 00:30:00,4067.16
1991-07-17 01:30:00,4067.16
1991-07-17 02:30:00,4063.98
1991-07-17 03:30:00,4062.4
1991-07-17 04:30:00,4062.4
1991-07-17 05:30:00,4062.4
1991-07-17 06:30:00,4062.4
1991-07-17 07:30:00,4057.64
1991-07-17 08:30:00,4056.05
1991-07-17 09:30:00,4056.05
1991-07-17 10:30:00,4056.05
1991-07-17 11:30:00,4056.05
1991-07-17 12:30:00,4051.29
1991-07-17 13:30:00,4049.71
1991-07-17 14:30:00,4049.71
1991-07-17 15:30:00,4049.71
1991-07-17 16:30:00,4049.71
1991-07-17 17:30:00,4049.71
1991-07-17 18:30:00,4049.71
1991-07-17 19:30:00,4046.54
1991-07-17 20:30:00,4044.95
1991-07-17 21:30:00,4044.95
1991-07-17 22:30:00,4041.78
1991-07-17 23:30:00,4037.02
1991-07-18 00:30:00,4035.44
1991-07-18 01:30:00,4032.26
1991-07-18 02:30:00,4032.26
1991-07-18 03:30:00,4032.26
1991-07-18 04:30:00,4032.26
1991-07-18 05:30:00,4027.51
1991-07-18 06:30:00,4025.92
1991-07-18 07:30:00,4025.92
1991-07-18 08:30:00,4025.92
1991-07-18 09:30:00,4025.92
1991-07-18 10:30:00,4022.75
1991-07-18 11:30:00,4021.16
1991-07-18 12:30:00,4021.16
1991-07-18 13:30:00,4021.16
1991-07-18 14:30:00,4021.16
1991-07-18 15:30:00,4021.16
1991-07-18 16:30:00,4021.16
1991-07-18 17:30:00,4021.16
1991-07-18 18:30:00,4021.16
1991-07-18 19:30:00,4016.4
1991-07-18 20:30:00,4014.82
1991-07-18 21:30:00,4014.82
1991-07-18 22:30:00,4014.82
1991-07-18 23:30:00,4010.06
1991-07-19 00:30:00,4008.48
1991-07-19 01:30:00,4006.89
1991-07-19 02:30:00,4003.71
1991-07-19 03:30:00,4003.71
1991-07-19 04:30:00,4003.71
1991-07-19 05:30:00,4003.71
1991-07-19 06:30:00,3998.96
1991-07-19 07:30:00,3997.37
1991-07-19 08:30:00,3997.37
1991-07-19 09:30:00,3997.37
1991-07-19 10:30:00,3997.37
1991-07-19 11:30:00,3997.37
1991-07-19 12:30:00,3997.37
1991-07-19 13:30:00,3994.2
1991-07-19 14:30:00,3992.61
1991-07-19 15:30:00,3992.61
1991-07-19 16:30:00,3992.61
1991-07-19 17:30:00,3992.61
1991-07-19 18:30:00,3992.61
1991-07-19 19:30:00,3987.86
1991-07-19 20:30:00,3986.27
1991-07-19 21:30:00,3983.09
1991-07-19 22:30:00,3981.51
1991-07-19 23:30:00,3981.51
1991-07-20 00:30:00,3976.75
1991-07-20 01:30:00,3975.17
1991-07-20 02:30:00,3975.17
1991-07-20 03:30:00,3975.17
1991-07-20 04:30:00,3970.41
1991-07-20 05:30:00,3968.83
1991-07-20 06:30:00,3968.83
1991-07-20 07:30:00,3968.83
1991-07-20 08:30:00,3968.83
1991-07-20 09:30:00,3965.65
1991-07-20 10:30:00,3964.06
1991-07-20 11:30:00,3964.06
1991-07-20 12:30:00,3964.06
1991-07-20 13:30:00,3964.06
1991-07-20 14:30:00,3964.06
1991-07-20 15:30:00,3959.31
1991-07-20 16:30:00,3957.72
1991-07-20 17:30:00,3957.72
1991-07-20 18:30:00,3957.72
1991-07-20 19:30:00,3956.14
1991-07-20 20:30:00,3952.96
1991-07-20 21:30:00,3952.96
1991-07-20 22:30:00,3948.21
1991-07-20 23:30:00,3945.24
1991-07-21 00:30:00,3945.24
1991-07-21 01:30:00,3945.24
1991-07-21 02:30:00,3945.24
1991-07-21 03:30:00,3941.11
1991-07-21 04:30:00,3938.35
1991-07-21 05:30:00,3938.35
1991-07-21 06:30:00,3938.35
1991-07-21 07:30:00,3934.21
1991-07-21 08:30:00,3932.83
1991-07-21 09:30:00,3932.83
1991-07-21 10:30:00,3932.83
1991-07-21 11:30:00,3932.83
1991-07-21 12:30:00,3930.07
1991-07-21 13:30:00,3928.69
1991-07-21 14:30:00,3928.69
1991-07-21 15:30:00,3928.69
1991-07-21 16:30:00,3928.69
1991-07-21 17:30:00,3928.69
1991-07-21 18:30:00,3928.69
1991-07-21 19:30:00,3925.93
1991-07-21 20:30:00,3924.56
1991-07-21 21:30:00,3924.56
1991-07-21 22:30:00,3921.8
1991-07-21 23:30:00,3919.04
1991-07-22 00:30:00,3919.04
1991-07-22 01:30:00,3919.04
1991-07-22 02:30:00,3914.9
1991-07-22 03:30:00,3912.14
1991-07-22 04:30:00,3912.14
1991-07-22 05:30:00,3912.14
1991-07-22 06:30:00,3909.38
1991-07-22 07:30:00,3908.0
1991-07-22 08:30:00,3908.0
1991-07-22 09:30:00,3908.0
1991-07-22 10:30:00,3908.0
1991-07-22 11:30:00,3908.0
1991-07-22 12:30:00,3903.87
1991-07-22 13:30:00,3902.49
1991-07-22 14:30:00,3902.49
1991-07-22 15:30:00,3902.49
1991-07-22 16:30:00,3902.49
1991-07-22 17:30:00,3902.49
1991-07-22 18:30:00,3902.49
1991-07-22 19:30:00,3898.36
1991-07-22 20:30:00,3896.98
1991-07-22 21:30:00,3895.6
1991-07-22 22:30:00,3892.84
1991-07-22 23:30:00,3892.84
1991-07-23 00:30:00,3888.7
1991-07-23 01:30:00,3887.32
1991-07-23 02:30:00,3887.32
1991-07-23 03:30:00,3884.56
1991-07-23 04:30:00,3883.18
1991-07-23 05:30:00,3883.18
1991-07-23 06:30:00,3883.18
1991-07-23 07:30:00,3883.18
1991-07-23 08:30:00,3883.18
1991-07-23 09:30:00,3883.18
1991-07-23 10:30:00,3879.05
1991-07-23 11:30:00,3877.67
1991-07-23 12:30:00,3877.67
1991-07-23 13:30:00,3874.91
1991-07-23 14:30:00,3873.53
1991-07-23 15:30:00,3873.53
1991-07-23 16:30:00,3873.53
1991-07-23 17:30:00,3873.53
1991-07-23 18:30:00,3873.53
1991-07-23 19:30:00,3873.53
1991-07-23 20:30:00,3869.39
1991-07-23 21:30:00,3868.01
1991-07-23 22:30:00,3865.25
1991-07-23 23:30:00,3862.5
1991-07-24 00:30:00,3862.5
1991-07-24 01:30:00,3859.74
1991-07-24 02:30:00,3858.36
1991-07-24 03:30:00,3858.36
1991-07-24 04:30:00,3858.36
1991-07-24 05:30:00,3858.36
1991-07-24 06:30:00,3854.23
1991-07-24 07:30:00,3852.85
1991-07-24 08:30:00,3852.85
1991-07-24 09:30:00,3852.85
1991-07-24 10:30:00,3850.09
1991-07-24 11:30:00,3848.71
1991-07-24 12:30:00,3848.71
1991-07-24 13:30:00,3848.71
1991-07-24 14:30:00,3848.71
1991-07-24 15:30:00,3848.71
1991-07-24 16:30:00,3848.71
1991-07-24 17:30:00,3848.71
1991-07-24 18:30:00,3848.71
1991-07-24 19:30:00,3844.57
1991-07-24 20:30:00,3843.19
1991-07-24 21:30:00,3843.19
1991-07-24 22:30:00,3841.81
1991-07-24 23:30:00,3839.05
1991-07-25 00:30:00,3839.05
1991-07-25 01:30:00,3834.92
1991-07-25 02:30:00,3833.54
1991-07-25 03:30:00,3833.54
1991-07-25 04:30:00,3833.54
1991-07-25 05:30:00,3829.41
1991-07-25 06:30:00,3828.02
1991-07-25 07:30:00,3828.02
1991-07-25 08:30:00,3828.02
1991-07-25 09:30:00,3825.26
1991-07-25 10:30:00,3823.88
1991-07-25 11:30:00,3823.88
1991-07-25 12:30:00,3823.88
1991-07-25 13:30:00,3823.88
1991-07-25 14:30:00,3823.88
1991-07-25 15:30:00,3823.88
1991-07-25 16:30:00,3823.88
1991-07-25 17:30:00,3823.88
1991-07-25 18:30:00,3819.75
1991-07-25 19:30:00,3818.37
1991-07-25 20:30:00,3815.61
1991-07-25 21:30:00,3812.86
1991-07-25 22:30:00,3812.86
1991-07-25 23:30:00,3810.1
1991-07-26 00:30:00,3807.34
1991-07-26 01:30:00,3807.34
1991-07-26 02:30:00,3807.34
1991-07-26 03:30:00,3804.57
1991-07-26 04:30:00,3801.82
1991-07-26 05:30:00,3801.82
1991-07-26 06:30:00,3801.82
1991-07-26 07:30:00,3801.82
1991-07-26 08:30:00,3799.06
1991-07-26 09:30:00,3797.68
1991-07-26 10:30:00,3797.68
1991-07-26 11:30:00,3797.68
1991-07-26 12:30:00,3797.68
1991-07-26 13:30:00,3797.68
1991-07-26 14:30:00,3793.55
1991-07-26 15:30:00,3792.17
1991-07-26 16:30:00,3792.17
1991-07-26 17:30:00,3792.17
1991-07-26 18:30:00,3792.17
1991-07-26 19:30:00,3792.17
1991-07-26 20:30:00,3789.41
1991-07-26 21:30:00,3786.66
1991-07-26 22:30:00,3786.66
1991-07-26 23:30:00,3782.51
1991-07-27 00:30:00,3779.75
1991-07-27 01:30:00,3779.75
1991-07-27 02:30:00,3779.75
1991-07-27 03:30:00,3779.75
1991-07-27 04:30:00,3775.62
1991-07-27 05:30:00,3774.24
1991-07-27 06:30:00,3774.24
1991-07-27 07:30:00,3771.48
1991-07-27 08:30:00,3770.1
1991-07-27 09:30:00,3770.1
1991-07-27 10:30:00,3770.1
1991-07-27 11:30:00,3770.1
1991-07-27 12:30:00,3770.1
1991-07-27 13:30:00,3770.1
1991-07-27 14:30:00,3765.97
1991-07-27 15:30:00,3764.59
1991-07-27 16:30:00,3764.59
1991-07-27 17:30:00,3764.59
1991-07-27 18:30:00,3764.59
1991-07-27 19:30:00,3764.59
1991-07-27 20:30:00,3760.45
1991-07-27 21:30:00,3759.07
1991-07-27 22:30:00,3757.69
1991-07-27 23:30:00,3754.93
1991-07-28 00:30:00,3754.93
1991-07-28 01:30:00,3750.8
1991-07-28 02:30:00,3749.42
1991-07-28 03:30:00,3746.66
1991-07-28 04:30:00,3745.28
1991-07-28 05:30:00,3745.28
1991-07-28 06:30:00,3745.28
1991-07-28 07:30:00,3745.28
1991-07-28 08:30:00,3745.28
1991-07-28 09:30:00,3741.14
1991-07-28 10:30:00,3739.76
1991-07-28 11:30:00,3739.76
1991-07-28 12:30:00,3739.76
1991-07-28 13:30:00,3739.76
1991-07-28 14:30:00,3737.0
1991-07-28 15:30:00,3735.62
1991-07-28 16:30:00,3735.62
1991-07-28 17:30:00,3735.62
1991-07-28 18:30:00,3735.62
1991-07-28 19:30:00,3735.62
1991-07-28 20:30:00,3731.49
1991-07-28 21:30:00,3730.11
1991-07-28 22:30:00,3730.11
1991-07-28 23:30:00,3725.98
1991-07-29 00:30:00,3723.22
1991-07-29 01:30:00,3723.22
1991-07-29 02:30:00,3720.46
1991-07-29 03:30:00,3719.08
1991-07-29 04:30:00,3719.08
1991-07-29 05:30:00,3719.08
1991-07-29 06:30:00,3719.08
1991-07-29 07:30:00,3714.94
1991-07-29 08:30:00,3713.56
1991-07-29 09:30:00,3713.56
1991-07-29 10:30:00,3713.56
1991-07-29 11:30:00,3713.56
1991-07-29 12:30:00,3713.56
1991-07-29 13:30:00,3709.43
1991-07-29 14:30:00,3708.05
1991-07-29 15:30:00,3708.05
1991-07-29 16:30:00,3708.05
1991-07-29 17:30:00,3708.05
1991-07-29 18:30:00,3708.05
1991-07-29 19:30:00,3705.29
1991-07-29 20:30:00,3702.53
1991-07-29 21:30:00,3702.53
1991-07-29 22:30:00,3702.53
1991-07-29 23:30:00,3698.39
1991-07-30 00:30:00,3697.01
1991-07-30 01:30:00,3697.01
1991-07-30 02:30:00,3692.87
1991-07-30 03:30:00,3691.5
1991-07-30 04:30:00,3691.5
1991-07-30 05:30:00,3690.12
1991-07-30 06:30:00,3687.36
1991-07-30 07:30:00,3687.36
1991-07-30 08:30:00,3687.36
1991-07-30 09:30:00,3687.36
1991-07-30 10:30:00,3687.36
1991-07-30 11:30:00,3684.6
1991-07-30 12:30:00,3683.23
1991-07-30 13:30:00,3683.23
1991-07-30 14:30:00,3683.23
1991-07-30 15:30:00,3683.23
1991-07-30 16:30:00,3683.23
1991-07-30 17:30:00,3683.23
1991-07-30 18:30:00,3679.09
1991-07-30 19:30:00,3676.33
1991-07-30 20:30:00,3676.33
1991-07-30 21:30:00,3673.57
1991-07-30 22:30:00,3669.43
1991-07-30 23:30:00,3668.05
1991-07-31 00:30:00,3556.35
1991-07-31 01:30:00,3556.35
1991-07-31 02:30:00,3552.2200000000003
1991-07-31 03:30:00,3550.84
1991-07-31 04:30:00,3548.08
1991-07-31 05:30:00,3546.7000000000003
1991-07-31 06:30:00,3546.7000000000003
1991-07-31 07:30:00,3546.7000000000003
1991-07-31 08:30:00,3542.56
1991-07-31 09:30:00,3541.1800000000003
1991-07-31 10:30:00,3541.1800000000003
1991-07-31 11:30:00,3539.8
1991-07-31 12:30:00,3648.75
1991-07-31 13:30:00,3537.05
1991-07-31 14:30:00,3537.05
1991-07-31 15:30:00,3537.05
1991-07-31 16:30:00,3537.05
1991-07-31 17:30:00,3534.29
1991-07-31 18:30:00,3532.91
1991-07-31 19:30:00,3641.85
1991-07-31 20:30:00,3641.85
1991-07-31 21:30:00,3641.85
1991-07-31 22:30:00,3637.72
1991-07-31 23:30:00,3634.96
1991-08-01 00:30:00,3634.96
1991-08-01 01:30:00,3630.82
1991-08-01 02:30:00,3629.44
1991-08-01 03:30:00,3626.68
1991-08-01 04:30:00,3625.3
1991-08-01 05:30:00,3625.3
1991-08-01 06:30:00,3625.3
1991-08-01 07:30:00,3625.3
1991-08-01 08:30:00,3621.17
1991-08-01 09:30:00,3619.79
1991-08-01 10:30:00,3619.79
1991-08-01 11:30:00,3617.03
1991-08-01 12:30:00,3615.65
1991-08-01 13:30:00,3615.65
1991-08-01 14:30:00,3615.65
1991-08-01 15:30:00,3615.65
1991-08-01 16:30:00,3615.65
1991-08-01 17:30:00,3615.65
1991-08-01 18:30:00,3611.51
1991-08-01 19:30:00,3610.13
1991-08-01 20:30:00,3610.13
1991-08-01 21:30:00,3610.13
1991-08-01 22:30:00,3607.37
1991-08-01 23:30:00,3603.24
1991-08-02 00:30:00,3603.24
1991-08-02 01:30:00,3600.48
1991-08-02 02:30:00,3597.7200000000003
1991-08-02 03:30:00,3597.7200000000003
1991-08-02 04:30:00,3593.59
1991-08-02 05:30:00,3592.21
1991-08-02 06:30:00,3592.21
1991-08-02 07:30:00,3592.21
1991-08-02 08:30:00,3592.21
1991-08-02 09:30:00,3588.07
1991-08-02 10:30:00,3586.69
1991-08-02 11:30:00,3586.69
1991-08-02 12:30:00,3583.9300000000003
1991-08-02 13:30:00,3582.55
1991-08-02 14:30:00,3582.55
1991-08-02 15:30:00,3582.55
1991-08-02 16:30:00,3579.8
1991-08-02 17:30:00,3579.8
1991-08-02 18:30:00,3579.8
1991-08-02 19:30:00,3579.8
1991-08-02 20:30:00,3579.8
1991-08-02 21:30:00,3575.66
1991-08-02 22:30:00,3572.9
